22.01.2025 23:41:00 [Dayz-Dog] 'DayzDog.json' does not exist, creating default config
13.02.2025 20:06:07 [Dayz-Dog] Spawned Wild Dog at <4205.565918, 329.053650, 616.369385>
13.02.2025 20:06:07 [Dayz-Dog] Spawned Wild Dog at <4229.407227, 327.566284, 624.644531>
13.02.2025 20:06:07 [Dayz-Dog] Spawned Wild Dog at <4199.936035, 327.563049, 604.913635>
13.02.2025 20:06:07 [Dayz-Dog] Spawned Wild Dog at <9056.947266, 349.733032, 4764.406250>
14.02.2025 10:52:17 [Dayz-Dog] 'DayzDog.json' found, loading existing config
14.02.2025 10:53:29 [Dayz-Dog] Spawned Wild Dog at <11732.868164, 379.722473, 2604.122559>
14.02.2025 10:53:29 [Dayz-Dog] Spawned Wild Dog at <11753.587891, 379.060364, 2594.455811>
14.02.2025 10:53:29 [Dayz-Dog] Spawned Wild Dog at <11716.334961, 380.428528, 2608.250977>
14.02.2025 10:53:29 [Dayz-Dog] Spawned Wild Dog at <11710.168945, 380.883423, 2610.276611>
14.02.2025 10:53:29 [Dayz-Dog] Spawned Wild Dog at <11730.480469, 379.760132, 2589.829834>
14.02.2025 10:53:29 [Dayz-Dog] Spawned Wild Dog at <9044.530273, 360.966156, 4730.744141>
14.02.2025 10:53:29 [Dayz-Dog] Spawned Wild Dog at <4190.275391, 325.353333, 578.781250>
14.02.2025 10:53:29 [Dayz-Dog] Spawned Wild Dog at <4208.704102, 325.033722, 591.706055>
14.02.2025 10:53:29 [Dayz-Dog] Spawned Wild Dog at <4192.835938, 326.418091, 593.012573>
14.02.2025 10:53:29 [Dayz-Dog] Spawned Wild Dog at <4198.987305, 326.243408, 596.825867>
14.02.2025 10:53:29 [Dayz-Dog] Spawned Wild Dog at <11250.367188, 344.188599, 7613.623047>
14.02.2025 10:53:29 [Dayz-Dog] Spawned Wild Dog at <11266.613281, 351.109711, 7603.685547>
14.02.2025 10:53:29 [Dayz-Dog] Spawned Wild Dog at <11251.402344, 342.450836, 7636.348145>
14.02.2025 10:53:29 [Dayz-Dog] Spawned Wild Dog at <11238.567383, 342.749298, 7608.765137>
14.02.2025 10:59:28 [Dayz-Dog] 'DayzDog.json' found, loading existing config
14.02.2025 11:00:35 [Dayz-Dog] Spawned Wild Dog at <9132.129883, 434.682587, 4681.097656>
14.02.2025 11:00:35 [Dayz-Dog] Spawned Wild Dog at <9132.806641, 427.141724, 4696.859375>
14.02.2025 11:00:35 [Dayz-Dog] Spawned Wild Dog at <9125.317383, 429.430084, 4669.150879>
14.02.2025 11:00:35 [Dayz-Dog] Spawned Wild Dog at <11277.203125, 353.142853, 7667.498535>
14.02.2025 11:00:35 [Dayz-Dog] Spawned Wild Dog at <4216.747070, 324.000000, 562.326965>
14.02.2025 11:00:35 [Dayz-Dog] Spawned Wild Dog at <4209.258789, 324.055542, 561.054504>
14.02.2025 11:00:35 [Dayz-Dog] Spawned Wild Dog at <4234.291992, 324.149384, 583.203247>
14.02.2025 11:00:35 [Dayz-Dog] Spawned Wild Dog at <11801.606445, 375.950104, 2557.560059>
14.02.2025 11:00:35 [Dayz-Dog] Spawned Wild Dog at <11799.865234, 376.511719, 2564.083740>
14.02.2025 11:00:35 [Dayz-Dog] Spawned Wild Dog at <11805.004883, 376.872009, 2577.481201>
14.02.2025 11:00:35 [Dayz-Dog] Spawned Wild Dog at <11800.711914, 375.159271, 2537.549072>
14.02.2025 11:07:56 [Dayz-Dog] 'DayzDog.json' found, loading existing config
14.02.2025 11:09:10 [Dayz-Dog] Spawned Wild Dog at <4211.543457, 327.767090, 613.734741>
14.02.2025 11:09:10 [Dayz-Dog] Spawned Wild Dog at <4223.260254, 327.025391, 617.746155>
14.02.2025 11:09:10 [Dayz-Dog] Spawned Wild Dog at <4200.886719, 329.180420, 613.894104>
14.02.2025 11:09:10 [Dayz-Dog] Spawned Wild Dog at <11164.632813, 368.244202, 7578.935059>
14.02.2025 11:09:10 [Dayz-Dog] Spawned Wild Dog at <11173.500000, 367.900024, 7572.799805>
14.02.2025 11:09:10 [Dayz-Dog] Spawned Wild Dog at <11727.591797, 380.104126, 2550.802490>
14.02.2025 11:09:10 [Dayz-Dog] Spawned Wild Dog at <11730.196289, 379.741058, 2534.676758>
14.02.2025 11:09:10 [Dayz-Dog] Spawned Wild Dog at <11708.918945, 379.968414, 2572.507080>
14.02.2025 11:09:10 [Dayz-Dog] Spawned Wild Dog at <9082.588867, 405.523071, 4685.416504>
14.02.2025 11:09:10 [Dayz-Dog] Spawned Wild Dog at <9105.982422, 418.244080, 4686.226563>
14.02.2025 11:11:43 [Dayz-Dog] 'DayzDog.json' found, loading existing config
14.02.2025 11:12:58 [Dayz-Dog] Spawned Wild Dog at <9150.431641, 430.895996, 4707.253906>
14.02.2025 11:12:58 [Dayz-Dog] Spawned Wild Dog at <9138.426758, 411.373657, 4724.230469>
14.02.2025 11:12:58 [Dayz-Dog] Spawned Wild Dog at <9152.606445, 432.296204, 4708.103516>
14.02.2025 11:12:58 [Dayz-Dog] Spawned Wild Dog at <11768.711914, 378.751984, 2559.023438>
14.02.2025 11:12:58 [Dayz-Dog] Spawned Wild Dog at <11785.988281, 378.299988, 2571.211914>
14.02.2025 11:12:58 [Dayz-Dog] Spawned Wild Dog at <11782.880859, 376.916321, 2543.135498>
14.02.2025 11:12:58 [Dayz-Dog] Spawned Wild Dog at <4197.750488, 324.979614, 579.980713>
14.02.2025 11:12:58 [Dayz-Dog] Spawned Wild Dog at <4203.967285, 324.156860, 562.944580>
14.02.2025 11:12:58 [Dayz-Dog] Spawned Wild Dog at <4193.700684, 325.907288, 587.100708>
14.02.2025 11:12:58 [Dayz-Dog] Spawned Wild Dog at <11172.500000, 378.100006, 7546.446777>
14.02.2025 11:12:58 [Dayz-Dog] Spawned Wild Dog at <11192.400391, 377.700012, 7525.000000>
14.02.2025 11:15:12 [Dayz-Dog] 'DayzDog.json' found, loading existing config
14.02.2025 11:16:28 [Dayz-Dog] Spawned Wild Dog at <9149.500000, 403.246704, 4754.155273>
14.02.2025 11:16:28 [Dayz-Dog] Spawned Wild Dog at <9126.710938, 375.621948, 4765.350098>
14.02.2025 11:16:28 [Dayz-Dog] Spawned Wild Dog at <9156.898438, 390.369476, 4765.159668>
14.02.2025 11:16:28 [Dayz-Dog] Spawned Wild Dog at <11807.528320, 377.900024, 2624.122559>
14.02.2025 11:16:28 [Dayz-Dog] Spawned Wild Dog at <11801.269531, 377.698975, 2618.311279>
14.02.2025 11:16:28 [Dayz-Dog] Spawned Wild Dog at <11828.011719, 376.405640, 2603.189697>
14.02.2025 11:16:28 [Dayz-Dog] Spawned Wild Dog at <11191.957031, 354.437469, 7597.757324>
14.02.2025 11:16:28 [Dayz-Dog] Spawned Wild Dog at <11206.599609, 355.299988, 7580.399902>
14.02.2025 11:16:28 [Dayz-Dog] Spawned Wild Dog at <11189.000000, 356.299988, 7586.100098>
14.02.2025 11:16:28 [Dayz-Dog] Spawned Wild Dog at <4205.718262, 324.070465, 559.388428>
14.02.2025 11:16:28 [Dayz-Dog] Spawned Wild Dog at <4209.553223, 324.339722, 577.248108>
14.02.2025 11:16:28 [Dayz-Dog] Spawned Wild Dog at <4201.083008, 325.119904, 578.857178>
14.02.2025 11:18:46 [Dayz-Dog] 'DayzDog.json' found, loading existing config
14.02.2025 11:19:56 [Dayz-Dog] Spawned Wild Dog at <11739.483398, 379.762756, 2544.137451>
14.02.2025 11:19:56 [Dayz-Dog] Spawned Wild Dog at <11758.073242, 379.400574, 2558.997559>
14.02.2025 11:19:56 [Dayz-Dog] Spawned Wild Dog at <11744.019531, 379.430298, 2529.700439>
14.02.2025 11:19:56 [Dayz-Dog] Spawned Wild Dog at <11290.778320, 361.365906, 7661.243652>
14.02.2025 11:19:56 [Dayz-Dog] Spawned Wild Dog at <11292.881836, 361.695679, 7665.294434>
14.02.2025 11:19:56 [Dayz-Dog] Spawned Wild Dog at <11270.920898, 349.751007, 7663.499023>
14.02.2025 11:19:56 [Dayz-Dog] Spawned Wild Dog at <11294.724609, 363.779816, 7658.405762>
14.02.2025 11:19:56 [Dayz-Dog] Spawned Wild Dog at <9126.256836, 394.774902, 4736.538574>
14.02.2025 11:19:56 [Dayz-Dog] Spawned Wild Dog at <9120.185547, 375.922363, 4758.666504>
14.02.2025 11:19:56 [Dayz-Dog] Spawned Wild Dog at <9132.976563, 385.827820, 4753.734863>
14.02.2025 11:19:56 [Dayz-Dog] Spawned Wild Dog at <9113.543945, 374.957031, 4754.059570>
14.02.2025 11:19:56 [Dayz-Dog] Spawned Wild Dog at <9126.550781, 397.791107, 4732.585449>
14.02.2025 11:19:56 [Dayz-Dog] Spawned Wild Dog at <4250.027832, 325.928589, 631.846497>
14.02.2025 11:19:56 [Dayz-Dog] Spawned Wild Dog at <4270.829590, 325.585236, 622.930847>
14.02.2025 11:19:56 [Dayz-Dog] Spawned Wild Dog at <4270.070313, 325.398773, 610.891052>
14.02.2025 11:22:04 [Dayz-Dog] 'DayzDog.json' found, loading existing config
14.02.2025 11:23:13 [Dayz-Dog] Spawned Wild Dog at <9101.881836, 376.612457, 4742.188477>
14.02.2025 11:23:13 [Dayz-Dog] Spawned Wild Dog at <9081.791992, 364.638336, 4747.389160>
14.02.2025 11:23:14 [Dayz-Dog] Spawned Wild Dog at <9083.848633, 359.796173, 4763.885742>
14.02.2025 11:23:14 [Dayz-Dog] Spawned Wild Dog at <9079.091797, 369.502380, 4736.494141>
14.02.2025 11:23:14 [Dayz-Dog] Spawned Wild Dog at <11238.072266, 344.568420, 7594.199219>
14.02.2025 11:23:14 [Dayz-Dog] Spawned Wild Dog at <11242.884766, 344.923462, 7599.567871>
14.02.2025 11:23:14 [Dayz-Dog] Spawned Wild Dog at <11250.498047, 344.220154, 7613.916504>
14.02.2025 11:23:14 [Dayz-Dog] Spawned Wild Dog at <11249.640625, 344.364899, 7608.449219>
14.02.2025 11:23:14 [Dayz-Dog] Spawned Wild Dog at <11215.971680, 351.390717, 7582.643555>
14.02.2025 11:23:14 [Dayz-Dog] Spawned Wild Dog at <11817.583984, 375.640564, 2573.092773>
14.02.2025 11:23:14 [Dayz-Dog] Spawned Wild Dog at <11814.917969, 374.338562, 2551.090088>
14.02.2025 11:23:14 [Dayz-Dog] Spawned Wild Dog at <11813.078125, 375.810638, 2571.026855>
14.02.2025 11:23:14 [Dayz-Dog] Spawned Wild Dog at <11837.794922, 373.309387, 2562.330078>
14.02.2025 11:23:14 [Dayz-Dog] Spawned Wild Dog at <4192.327148, 335.424896, 639.429565>
14.02.2025 11:23:14 [Dayz-Dog] Spawned Wild Dog at <4198.869141, 336.558746, 655.753113>
14.02.2025 11:23:14 [Dayz-Dog] Spawned Wild Dog at <4189.742188, 337.030945, 646.040222>
14.02.2025 11:56:25 [Dayz-Dog] 'DayzDog.json' found, loading existing config
14.02.2025 11:57:42 [Dayz-Dog] Spawned Wild Dog at <9046.075195, 372.059235, 4710.887207>
14.02.2025 11:57:42 [Dayz-Dog] Spawned Wild Dog at <9035.471680, 359.529907, 4729.817383>
14.02.2025 11:57:42 [Dayz-Dog] Spawned Wild Dog at <9027.982422, 367.697540, 4705.520996>
14.02.2025 11:57:42 [Dayz-Dog] Spawned Wild Dog at <9031.829102, 359.969360, 4727.568359>
14.02.2025 11:57:42 [Dayz-Dog] Spawned Wild Dog at <11784.833008, 377.875427, 2566.762451>
14.02.2025 11:57:42 [Dayz-Dog] Spawned Wild Dog at <4285.796387, 326.616394, 656.983276>
14.02.2025 11:57:42 [Dayz-Dog] Spawned Wild Dog at <4298.750000, 327.740570, 670.233337>
14.02.2025 11:57:42 [Dayz-Dog] Spawned Wild Dog at <4286.181152, 326.405762, 646.692261>
14.02.2025 11:57:42 [Dayz-Dog] Spawned Wild Dog at <4293.177734, 326.765442, 654.862122>
14.02.2025 11:57:42 [Dayz-Dog] Spawned Wild Dog at <11253.673828, 343.247742, 7640.757813>
14.02.2025 11:57:42 [Dayz-Dog] Spawned Wild Dog at <11236.959961, 341.574371, 7619.734375>
14.02.2025 11:57:42 [Dayz-Dog] Spawned Wild Dog at <11238.974609, 339.103851, 7632.876953>
14.02.2025 11:59:37 [Dayz-Dog] 'DayzDog.json' found, loading existing config
14.02.2025 12:00:47 [Dayz-Dog] Spawned Wild Dog at <4252.703613, 325.311707, 619.078491>
14.02.2025 12:00:47 [Dayz-Dog] Spawned Wild Dog at <4254.358398, 324.836548, 605.006042>
14.02.2025 12:00:47 [Dayz-Dog] Spawned Wild Dog at <4241.312988, 326.247559, 626.908508>
14.02.2025 12:00:47 [Dayz-Dog] Spawned Wild Dog at <11825.671875, 377.986603, 2642.569824>
14.02.2025 12:00:47 [Dayz-Dog] Spawned Wild Dog at <11807.684570, 379.097351, 2630.703369>
14.02.2025 12:00:47 [Dayz-Dog] Spawned Wild Dog at <11803.427734, 382.514374, 2665.688965>
14.02.2025 12:00:47 [Dayz-Dog] Spawned Wild Dog at <11843.632813, 378.804230, 2659.553467>
14.02.2025 12:00:47 [Dayz-Dog] Spawned Wild Dog at <9145.761719, 377.137665, 4780.729492>
14.02.2025 12:00:47 [Dayz-Dog] Spawned Wild Dog at <9126.395508, 367.602631, 4779.805664>
14.02.2025 12:00:47 [Dayz-Dog] Spawned Wild Dog at <9151.202148, 385.560974, 4767.874512>
14.02.2025 12:00:47 [Dayz-Dog] Spawned Wild Dog at <9154.032227, 372.557251, 4796.224609>
14.02.2025 12:04:19 [Dayz-Dog] 'DayzDog.json' found, loading existing config
14.02.2025 12:05:32 [Dayz-Dog] Spawned Wild Dog at <9065.013672, 389.617554, 4695.887207>
14.02.2025 12:05:32 [Dayz-Dog] Spawned Wild Dog at <11825.675781, 378.072266, 2633.764404>
14.02.2025 12:05:32 [Dayz-Dog] Spawned Wild Dog at <11804.603516, 377.570221, 2609.843506>
14.02.2025 12:05:32 [Dayz-Dog] Spawned Wild Dog at <4226.420410, 324.372528, 591.045959>
14.02.2025 12:05:32 [Dayz-Dog] Spawned Wild Dog at <4215.414063, 326.538605, 608.533813>
14.02.2025 12:05:32 [Dayz-Dog] Spawned Wild Dog at <4207.746094, 324.364716, 577.124390>
14.02.2025 12:05:32 [Dayz-Dog] Spawned Wild Dog at <4244.292480, 324.003510, 573.640869>
14.02.2025 12:05:32 [Dayz-Dog] Spawned Wild Dog at <11277.791016, 354.249115, 7562.749512>
14.02.2025 12:05:32 [Dayz-Dog] Spawned Wild Dog at <11300.907227, 363.229675, 7556.598145>
14.02.2025 12:05:32 [Dayz-Dog] Spawned Wild Dog at <11287.943359, 358.731873, 7580.019531>
14.02.2025 12:05:32 [Dayz-Dog] Spawned Wild Dog at <11296.112305, 363.073944, 7540.260254>
14.02.2025 12:05:32 [Dayz-Dog] Spawned Wild Dog at <11281.949219, 356.219482, 7548.429688>
14.02.2025 12:09:39 [Dayz-Dog] 'DayzDog.json' found, loading existing config
14.02.2025 12:10:54 [Dayz-Dog] Spawned Wild Dog at <4200.442871, 336.427948, 665.033997>
14.02.2025 12:10:54 [Dayz-Dog] Spawned Wild Dog at <11809.045898, 379.179474, 2632.367188>
14.02.2025 12:10:54 [Dayz-Dog] Spawned Wild Dog at <9096.900391, 348.534210, 4798.547852>
14.02.2025 12:10:54 [Dayz-Dog] Spawned Wild Dog at <11288.958984, 359.837311, 7590.923828>
14.02.2025 12:10:54 [Dayz-Dog] Spawned Wild Dog at <11288.599609, 359.900024, 7596.200195>
14.02.2025 12:10:54 [Dayz-Dog] Spawned Wild Dog at <11310.373047, 369.039581, 7569.316406>
14.02.2025 12:10:54 [Dayz-Dog] Spawned Wild Dog at <11310.793945, 371.899841, 7589.890625>
14.02.2025 12:13:28 [Dayz-Dog] 'DayzDog.json' found, loading existing config
14.02.2025 12:14:42 [Dayz-Dog] Spawned Wild Dog at <4287.769043, 325.108398, 596.985046>
14.02.2025 12:14:42 [Dayz-Dog] Spawned Wild Dog at <4301.942871, 326.778442, 618.041382>
14.02.2025 12:14:42 [Dayz-Dog] Spawned Wild Dog at <4306.254883, 326.464966, 597.352539>
14.02.2025 12:14:42 [Dayz-Dog] Spawned Wild Dog at <4264.923828, 325.134949, 601.999817>
14.02.2025 12:14:42 [Dayz-Dog] Spawned Wild Dog at <9162.473633, 429.591492, 4723.621094>
14.02.2025 12:14:42 [Dayz-Dog] Spawned Wild Dog at <9139.437500, 409.637756, 4727.398438>
14.02.2025 12:14:42 [Dayz-Dog] Spawned Wild Dog at <9169.917969, 444.800720, 4701.625000>
14.02.2025 12:14:42 [Dayz-Dog] Spawned Wild Dog at <11212.130859, 331.984039, 7689.849609>
14.02.2025 12:14:42 [Dayz-Dog] Spawned Wild Dog at <11198.609375, 333.539185, 7670.235352>
14.02.2025 12:14:42 [Dayz-Dog] Spawned Wild Dog at <11221.758789, 333.636658, 7685.759766>
14.02.2025 12:14:42 [Dayz-Dog] Spawned Wild Dog at <11812.673828, 377.990753, 2631.255127>
14.02.2025 12:14:42 [Dayz-Dog] Spawned Wild Dog at <11831.473633, 376.590149, 2616.047119>
14.02.2025 12:28:21 [Dayz-Dog] 'DayzDog.json' found, loading existing config
14.02.2025 12:29:33 [Dayz-Dog] Spawned Wild Dog at <9089.501953, 404.330505, 4694.038086>
14.02.2025 12:29:33 [Dayz-Dog] Spawned Wild Dog at <9080.382813, 407.080505, 4676.412598>
14.02.2025 12:29:33 [Dayz-Dog] Spawned Wild Dog at <11211.650391, 344.021576, 7622.132813>
14.02.2025 12:29:33 [Dayz-Dog] Spawned Wild Dog at <11215.416016, 337.567413, 7644.098145>
14.02.2025 12:29:33 [Dayz-Dog] Spawned Wild Dog at <4280.089355, 326.551270, 648.200623>
14.02.2025 12:29:33 [Dayz-Dog] Spawned Wild Dog at <11776.299805, 378.469513, 2590.303223>
14.02.2025 12:29:33 [Dayz-Dog] Spawned Wild Dog at <11777.873047, 378.350952, 2595.279785>
14.02.2025 12:29:33 [Dayz-Dog] Spawned Wild Dog at <11778.545898, 378.380035, 2611.853027>
14.02.2025 12:29:33 [Dayz-Dog] Spawned Wild Dog at <11760.040039, 379.035858, 2588.064453>
14.02.2025 13:52:18 [Dayz-Dog] 'DayzDog.json' found, loading existing config
14.02.2025 13:53:24 [Dayz-Dog] Spawned Wild Dog at <11198.331055, 333.480896, 7670.877930>
14.02.2025 13:53:24 [Dayz-Dog] Spawned Wild Dog at <11204.119141, 334.519531, 7665.403809>
14.02.2025 13:53:24 [Dayz-Dog] Spawned Wild Dog at <11204.708008, 334.959503, 7662.740234>
14.02.2025 13:53:24 [Dayz-Dog] Spawned Wild Dog at <4229.120605, 324.000000, 565.101929>
14.02.2025 13:53:24 [Dayz-Dog] Spawned Wild Dog at <4238.688477, 324.029327, 577.811340>
14.02.2025 13:53:24 [Dayz-Dog] Spawned Wild Dog at <4208.271973, 324.070251, 552.547668>
14.02.2025 13:53:24 [Dayz-Dog] Spawned Wild Dog at <4236.335449, 324.000000, 564.392090>
14.02.2025 13:53:24 [Dayz-Dog] Spawned Wild Dog at <9047.099609, 357.333771, 4738.460449>
14.02.2025 13:53:24 [Dayz-Dog] Spawned Wild Dog at <9066.818359, 364.799377, 4736.886719>
14.02.2025 13:53:24 [Dayz-Dog] Spawned Wild Dog at <9035.681641, 366.887878, 4716.324707>
14.02.2025 13:53:24 [Dayz-Dog] Spawned Wild Dog at <9064.593750, 354.457153, 4758.322754>
14.02.2025 13:53:24 [Dayz-Dog] Spawned Wild Dog at <11790.350586, 378.056366, 2590.655518>
14.02.2025 13:53:24 [Dayz-Dog] Spawned Wild Dog at <11811.098633, 376.047363, 2572.269043>
14.02.2025 13:53:24 [Dayz-Dog] Spawned Wild Dog at <11780.375000, 378.316620, 2593.394531>
14.02.2025 13:53:24 [Dayz-Dog] Spawned Wild Dog at <11783.737305, 378.173950, 2578.012695>
14.02.2025 13:57:58 [Dayz-Dog] 'DayzDog.json' found, loading existing config
14.02.2025 13:59:09 [Dayz-Dog] Spawned Wild Dog at <11739.570313, 383.182892, 2644.487549>
14.02.2025 13:59:09 [Dayz-Dog] Spawned Wild Dog at <11750.071289, 386.044891, 2664.749756>
14.02.2025 13:59:09 [Dayz-Dog] Spawned Wild Dog at <11741.746094, 381.293793, 2631.336182>
14.02.2025 13:59:09 [Dayz-Dog] Spawned Wild Dog at <11185.287109, 332.920837, 7689.116699>
14.02.2025 13:59:09 [Dayz-Dog] Spawned Wild Dog at <11163.546875, 339.865112, 7696.992676>
14.02.2025 13:59:09 [Dayz-Dog] Spawned Wild Dog at <11185.461914, 333.342926, 7682.370605>
14.02.2025 13:59:09 [Dayz-Dog] Spawned Wild Dog at <11197.356445, 329.785004, 7707.769531>
14.02.2025 13:59:09 [Dayz-Dog] Spawned Wild Dog at <11188.187500, 333.820648, 7676.742676>
14.02.2025 13:59:09 [Dayz-Dog] Spawned Wild Dog at <9057.258789, 371.001892, 4718.951660>
14.02.2025 13:59:09 [Dayz-Dog] Spawned Wild Dog at <4180.895020, 326.967438, 590.202698>
14.02.2025 13:59:09 [Dayz-Dog] Spawned Wild Dog at <4159.646484, 330.956512, 602.755432>
14.02.2025 13:59:09 [Dayz-Dog] Spawned Wild Dog at <4165.451172, 327.823242, 590.121094>
14.02.2025 13:59:09 [Dayz-Dog] Spawned Wild Dog at <4201.581543, 329.080627, 613.844299>
14.02.2025 14:13:46 [Dayz-Dog] 'DayzDog.json' found, loading existing config
15.02.2025 21:44:38 [Dayz-Dog] 'DayzDog.json' found, loading existing config
15.02.2025 21:48:30 [Dayz-Dog] 'DayzDog.json' found, loading existing config
15.02.2025 21:49:44 [Dayz-Dog] Spawned Wild Dog at <9080.793945, 375.327240, 4726.796387>
15.02.2025 21:49:44 [Dayz-Dog] Spawned Wild Dog at <9057.577148, 367.498047, 4725.654297>
15.02.2025 21:49:44 [Dayz-Dog] Spawned Wild Dog at <9089.933594, 386.865417, 4717.624023>
15.02.2025 21:49:44 [Dayz-Dog] Spawned Wild Dog at <9084.354492, 382.179016, 4719.537598>
15.02.2025 21:49:44 [Dayz-Dog] Spawned Wild Dog at <11236.999023, 345.335938, 7589.263672>
15.02.2025 21:49:44 [Dayz-Dog] Spawned Wild Dog at <11246.141602, 352.242004, 7567.957031>
15.02.2025 21:49:44 [Dayz-Dog] Spawned Wild Dog at <11237.206055, 348.220947, 7573.898926>
15.02.2025 21:49:44 [Dayz-Dog] Spawned Wild Dog at <11247.796875, 344.941162, 7600.213867>
15.02.2025 21:49:44 [Dayz-Dog] Spawned Wild Dog at <11257.701172, 348.989136, 7600.194336>
15.02.2025 21:49:44 [Dayz-Dog] Spawned Wild Dog at <11768.316406, 379.674591, 2621.300781>
15.02.2025 21:49:44 [Dayz-Dog] Spawned Wild Dog at <11765.938477, 379.349884, 2614.527832>
15.02.2025 22:03:27 [Dayz-Dog] 'DayzDog.json' found, loading existing config
15.02.2025 22:04:38 [Dayz-Dog] Spawned Wild Dog at <11222.248047, 355.461487, 7559.679199>
15.02.2025 22:04:38 [Dayz-Dog] Spawned Wild Dog at <11234.468750, 347.988159, 7579.872070>
15.02.2025 22:04:38 [Dayz-Dog] Spawned Wild Dog at <11208.400391, 355.299988, 7579.399902>
15.02.2025 22:04:38 [Dayz-Dog] Spawned Wild Dog at <11230.700195, 356.500000, 7561.799805>
15.02.2025 22:04:38 [Dayz-Dog] Spawned Wild Dog at <11213.571289, 365.061401, 7539.560547>
15.02.2025 22:04:38 [Dayz-Dog] Spawned Wild Dog at <9075.512695, 344.310516, 4795.723633>
15.02.2025 22:04:38 [Dayz-Dog] Spawned Wild Dog at <9060.545898, 343.076111, 4789.725586>
15.02.2025 22:04:38 [Dayz-Dog] Spawned Wild Dog at <9056.058594, 345.212677, 4777.760742>
15.02.2025 22:04:38 [Dayz-Dog] Spawned Wild Dog at <11772.755859, 379.647461, 2624.389893>
15.02.2025 22:04:38 [Dayz-Dog] Spawned Wild Dog at <11793.409180, 378.201721, 2606.685059>
15.02.2025 22:04:38 [Dayz-Dog] Spawned Wild Dog at <11765.163086, 382.051422, 2645.650879>
15.02.2025 22:04:38 [Dayz-Dog] Spawned Wild Dog at <11775.829102, 381.454041, 2646.527344>
15.02.2025 22:04:38 [Dayz-Dog] Spawned Wild Dog at <4209.591797, 334.645630, 659.501587>
15.02.2025 22:04:38 [Dayz-Dog] Spawned Wild Dog at <4200.307617, 336.601532, 675.633179>
15.02.2025 22:23:07 [Dayz-Dog] 'DayzDog.json' found, loading existing config
15.02.2025 22:24:17 [Dayz-Dog] Spawned Wild Dog at <11747.458984, 379.713989, 2567.822998>
15.02.2025 22:24:17 [Dayz-Dog] Spawned Wild Dog at <11747.181641, 379.657135, 2572.976074>
15.02.2025 22:24:17 [Dayz-Dog] Spawned Wild Dog at <4256.599609, 326.170166, 637.084534>
15.02.2025 22:24:17 [Dayz-Dog] Spawned Wild Dog at <4245.354492, 326.429352, 636.084290>
15.02.2025 22:24:17 [Dayz-Dog] Spawned Wild Dog at <11147.020508, 341.622498, 7663.358398>
15.02.2025 22:24:17 [Dayz-Dog] Spawned Wild Dog at <11159.153320, 339.609344, 7651.612305>
15.02.2025 22:24:17 [Dayz-Dog] Spawned Wild Dog at <9123.265625, 368.840363, 4774.005371>
15.02.2025 22:24:17 [Dayz-Dog] Spawned Wild Dog at <9104.758789, 363.952423, 4768.362793>
15.02.2025 22:29:40 [Dayz-Dog] 'DayzDog.json' found, loading existing config
15.02.2025 22:30:51 [Dayz-Dog] Spawned Wild Dog at <9064.374023, 343.137054, 4791.854980>
15.02.2025 22:30:51 [Dayz-Dog] Spawned Wild Dog at <9070.222656, 345.050201, 4790.855957>
15.02.2025 22:30:51 [Dayz-Dog] Spawned Wild Dog at <11246.669922, 336.255463, 7678.739746>
15.02.2025 22:30:51 [Dayz-Dog] Spawned Wild Dog at <11249.588867, 336.250183, 7686.230469>
15.02.2025 22:30:51 [Dayz-Dog] Spawned Wild Dog at <11240.394531, 334.525391, 7677.910645>
15.02.2025 22:30:51 [Dayz-Dog] Spawned Wild Dog at <11267.723633, 347.834229, 7664.914063>
15.02.2025 22:30:51 [Dayz-Dog] Spawned Wild Dog at <11265.885742, 344.095184, 7691.029297>
15.02.2025 22:30:51 [Dayz-Dog] Spawned Wild Dog at <11807.202148, 377.313995, 2591.914307>
15.02.2025 22:30:51 [Dayz-Dog] Spawned Wild Dog at <11792.673828, 377.719635, 2576.622070>
15.02.2025 22:49:08 [Dayz-Dog] 'DayzDog.json' found, loading existing config
15.02.2025 22:50:25 [Dayz-Dog] Spawned Wild Dog at <4185.030273, 331.876740, 615.946167>
15.02.2025 22:50:25 [Dayz-Dog] Spawned Wild Dog at <4184.797852, 332.952972, 621.175964>
15.02.2025 22:50:25 [Dayz-Dog] Spawned Wild Dog at <4172.426270, 335.761292, 630.346375>
15.02.2025 22:50:25 [Dayz-Dog] Spawned Wild Dog at <4176.745117, 329.495026, 601.779480>
15.02.2025 22:50:25 [Dayz-Dog] Spawned Wild Dog at <4203.624023, 332.053741, 630.535339>
15.02.2025 22:50:25 [Dayz-Dog] Spawned Wild Dog at <11770.772461, 378.063049, 2551.021240>
15.02.2025 22:50:25 [Dayz-Dog] Spawned Wild Dog at <11752.621094, 379.649933, 2563.588379>
15.02.2025 22:50:25 [Dayz-Dog] Spawned Wild Dog at <11751.582031, 379.515045, 2545.524414>
15.02.2025 22:50:25 [Dayz-Dog] Spawned Wild Dog at <11761.690430, 378.460236, 2527.930908>
15.02.2025 22:50:25 [Dayz-Dog] Spawned Wild Dog at <11215.303711, 331.090088, 7698.746094>
15.02.2025 22:50:25 [Dayz-Dog] Spawned Wild Dog at <11208.802734, 328.626373, 7705.916504>
15.02.2025 22:50:25 [Dayz-Dog] Spawned Wild Dog at <11226.483398, 335.066162, 7679.348145>
