22.01.2025 23:41:00 [Dayz-Dog] 'DayzDog.json' does not exist, creating default config
15.02.2025 22:50:25 [Dayz-Dog] Spawned Wild Dog at <11199.457031, 328.832764, 7717.268555>
15.02.2025 22:50:25 [Dayz-Dog] Spawned Wild Dog at <11208.895508, 331.611664, 7689.920898>
15.02.2025 22:50:25 [Dayz-Dog] Spawned Wild Dog at <9111.922852, 367.206909, 4767.349121>
15.02.2025 22:50:25 [Dayz-Dog] Spawned Wild Dog at <9129.602539, 385.779633, 4751.480957>
16.02.2025 16:31:34 [Dayz-Dog] 'DayzDog.json' found, loading existing config
16.02.2025 16:32:51 [Dayz-Dog] Spawned Wild Dog at <11205.639648, 366.517548, 7543.921875>
16.02.2025 16:32:51 [Dayz-Dog] Spawned Wild Dog at <11210.133789, 367.400024, 7549.553711>
16.02.2025 16:32:51 [Dayz-Dog] Spawned Wild Dog at <4184.059082, 325.847382, 583.688538>
16.02.2025 16:32:51 [Dayz-Dog] Spawned Wild Dog at <4191.192383, 328.305511, 602.767578>
16.02.2025 16:32:51 [Dayz-Dog] Spawned Wild Dog at <9102.611328, 410.056183, 4695.949707>
16.02.2025 16:32:51 [Dayz-Dog] Spawned Wild Dog at <9095.052734, 405.651489, 4696.590332>
16.02.2025 16:32:51 [Dayz-Dog] Spawned Wild Dog at <9087.059570, 396.557892, 4703.164063>
16.02.2025 16:32:51 [Dayz-Dog] Spawned Wild Dog at <9120.972656, 415.224792, 4703.786621>
16.02.2025 16:32:51 [Dayz-Dog] Spawned Wild Dog at <11773.693359, 379.052429, 2570.341553>
16.02.2025 16:32:51 [Dayz-Dog] Spawned Wild Dog at <11756.631836, 379.355438, 2569.201416>
16.02.2025 16:32:51 [Dayz-Dog] Spawned Wild Dog at <11797.199219, 377.543640, 2589.109131>
16.02.2025 16:32:51 [Dayz-Dog] Spawned Wild Dog at <11796.326172, 377.467712, 2583.038818>
16.02.2025 16:39:40 [Dayz-Dog] 'DayzDog.json' found, loading existing config
16.02.2025 16:40:52 [Dayz-Dog] Spawned Wild Dog at <9084.539063, 348.640594, 4790.963379>
16.02.2025 16:40:52 [Dayz-Dog] Spawned Wild Dog at <9072.323242, 354.049377, 4768.680176>
16.02.2025 16:40:52 [Dayz-Dog] Spawned Wild Dog at <4200.137207, 333.562653, 635.981812>
16.02.2025 16:40:52 [Dayz-Dog] Spawned Wild Dog at <4189.821777, 335.344452, 637.036255>
16.02.2025 16:40:52 [Dayz-Dog] Spawned Wild Dog at <11142.436523, 343.099304, 7631.234863>
16.02.2025 16:40:52 [Dayz-Dog] Spawned Wild Dog at <11155.824219, 340.089020, 7648.703125>
16.02.2025 16:40:52 [Dayz-Dog] Spawned Wild Dog at <11149.032227, 347.986359, 7620.374512>
16.02.2025 16:40:52 [Dayz-Dog] Spawned Wild Dog at <11819.000000, 377.700012, 2616.399902>
16.02.2025 17:01:41 [Dayz-Dog] 'DayzDog.json' found, loading existing config
16.02.2025 17:02:52 [Dayz-Dog] Spawned Wild Dog at <11724.701172, 380.030212, 2571.981445>
16.02.2025 17:02:52 [Dayz-Dog] Spawned Wild Dog at <11713.561523, 380.381012, 2579.741943>
16.02.2025 17:02:52 [Dayz-Dog] Spawned Wild Dog at <9132.485352, 395.195526, 4740.956543>
16.02.2025 17:02:52 [Dayz-Dog] Spawned Wild Dog at <9146.124023, 405.305145, 4739.244141>
16.02.2025 17:02:52 [Dayz-Dog] Spawned Wild Dog at <11263.101563, 350.708679, 7574.180176>
16.02.2025 17:02:52 [Dayz-Dog] Spawned Wild Dog at <11268.916992, 351.968262, 7570.770508>
16.02.2025 17:02:52 [Dayz-Dog] Spawned Wild Dog at <11258.269531, 350.051819, 7568.560547>
16.02.2025 17:02:52 [Dayz-Dog] Spawned Wild Dog at <11265.952148, 351.288818, 7576.490234>
16.02.2025 17:26:38 [Dayz-Dog] 'DayzDog.json' found, loading existing config
16.02.2025 17:27:50 [Dayz-Dog] Spawned Wild Dog at <9069.621094, 356.024048, 4759.224609>
16.02.2025 17:27:50 [Dayz-Dog] Spawned Wild Dog at <9061.853516, 346.679352, 4779.881348>
16.02.2025 17:27:50 [Dayz-Dog] Spawned Wild Dog at <9050.755859, 344.560852, 4773.622070>
16.02.2025 17:27:50 [Dayz-Dog] Spawned Wild Dog at <4195.810547, 324.724304, 573.565491>
16.02.2025 17:27:50 [Dayz-Dog] Spawned Wild Dog at <11140.704102, 345.993286, 7694.335938>
16.02.2025 17:27:50 [Dayz-Dog] Spawned Wild Dog at <11117.516602, 347.500000, 7678.014160>
16.02.2025 17:27:50 [Dayz-Dog] Spawned Wild Dog at <11119.869141, 347.401978, 7683.976563>
16.02.2025 17:27:50 [Dayz-Dog] Spawned Wild Dog at <11146.119141, 342.414398, 7680.742676>
16.02.2025 17:27:50 [Dayz-Dog] Spawned Wild Dog at <11117.199219, 351.173645, 7691.669434>
16.02.2025 17:27:50 [Dayz-Dog] Spawned Wild Dog at <11810.447266, 377.319275, 2593.211182>
16.02.2025 17:27:50 [Dayz-Dog] Spawned Wild Dog at <11799.658203, 377.352783, 2587.648682>
16.02.2025 17:27:50 [Dayz-Dog] Spawned Wild Dog at <11795.086914, 377.863190, 2597.502930>
16.02.2025 20:33:01 [Dayz-Dog] 'DayzDog.json' found, loading existing config
16.02.2025 20:34:16 [Dayz-Dog] Spawned Wild Dog at <4240.666504, 325.708069, 614.806763>
16.02.2025 20:34:16 [Dayz-Dog] Spawned Wild Dog at <4229.696289, 324.726196, 596.203857>
16.02.2025 20:34:16 [Dayz-Dog] Spawned Wild Dog at <11254.503906, 347.025024, 7594.510742>
16.02.2025 20:34:16 [Dayz-Dog] Spawned Wild Dog at <11271.751953, 352.539581, 7581.544434>
16.02.2025 20:34:16 [Dayz-Dog] Spawned Wild Dog at <11253.461914, 348.519104, 7577.370605>
16.02.2025 20:34:16 [Dayz-Dog] Spawned Wild Dog at <9048.552734, 336.113190, 4799.086426>
16.02.2025 20:34:16 [Dayz-Dog] Spawned Wild Dog at <9027.739258, 332.556396, 4807.723145>
16.02.2025 20:34:16 [Dayz-Dog] Spawned Wild Dog at <9058.652344, 336.956116, 4810.703125>
16.02.2025 20:34:16 [Dayz-Dog] Spawned Wild Dog at <9055.540039, 340.080505, 4793.497559>
16.02.2025 20:34:16 [Dayz-Dog] Spawned Wild Dog at <9036.666992, 334.287140, 4801.128906>
16.02.2025 20:34:16 [Dayz-Dog] Spawned Wild Dog at <11794.319336, 377.880066, 2619.300781>
16.02.2025 20:34:16 [Dayz-Dog] Spawned Wild Dog at <11806.053711, 377.564240, 2610.845947>
16.02.2025 20:34:16 [Dayz-Dog] Spawned Wild Dog at <11795.503906, 378.698975, 2608.947510>
16.02.2025 20:42:04 [Dayz-Dog] 'DayzDog.json' found, loading existing config
16.02.2025 20:43:15 [Dayz-Dog] Spawned Wild Dog at <9062.900391, 367.012329, 4730.133301>
16.02.2025 20:43:15 [Dayz-Dog] Spawned Wild Dog at <9085.169922, 370.767792, 4738.279785>
16.02.2025 20:43:15 [Dayz-Dog] Spawned Wild Dog at <11187.922852, 369.979797, 7548.842773>
16.02.2025 20:43:15 [Dayz-Dog] Spawned Wild Dog at <11180.438477, 371.026062, 7567.570313>
16.02.2025 20:43:15 [Dayz-Dog] Spawned Wild Dog at <11175.358398, 372.457733, 7557.025879>
16.02.2025 20:43:15 [Dayz-Dog] Spawned Wild Dog at <11724.667969, 383.812714, 2643.627197>
16.02.2025 20:43:15 [Dayz-Dog] Spawned Wild Dog at <11732.298828, 385.672485, 2657.714355>
16.02.2025 20:43:15 [Dayz-Dog] Spawned Wild Dog at <11700.750000, 385.590729, 2647.622070>
16.02.2025 20:49:13 [Dayz-Dog] 'DayzDog.json' found, loading existing config
16.02.2025 20:50:23 [Dayz-Dog] Spawned Wild Dog at <11813.764648, 378.499451, 2643.522705>
16.02.2025 20:50:23 [Dayz-Dog] Spawned Wild Dog at <4179.304199, 331.598999, 612.743103>
16.02.2025 20:50:23 [Dayz-Dog] Spawned Wild Dog at <4167.870117, 328.434113, 594.547058>
16.02.2025 20:50:23 [Dayz-Dog] Spawned Wild Dog at <4180.648926, 326.798401, 588.897522>
16.02.2025 20:50:23 [Dayz-Dog] Spawned Wild Dog at <4163.109375, 337.568665, 635.964844>
16.02.2025 20:50:23 [Dayz-Dog] Spawned Wild Dog at <11216.216797, 331.908081, 7693.649414>
16.02.2025 20:50:23 [Dayz-Dog] Spawned Wild Dog at <11204.914063, 329.901428, 7698.924316>
16.02.2025 20:50:23 [Dayz-Dog] Spawned Wild Dog at <11193.043945, 331.339081, 7703.681641>
16.02.2025 20:50:23 [Dayz-Dog] Spawned Wild Dog at <11221.538086, 335.410492, 7671.864258>
16.02.2025 20:50:23 [Dayz-Dog] Spawned Wild Dog at <9049.415039, 336.642761, 4797.729492>
16.02.2025 20:50:23 [Dayz-Dog] Spawned Wild Dog at <9068.063477, 338.153137, 4820.991211>
17.02.2025 16:04:06 [Dayz-Dog] 'DayzDog.json' found, loading existing config
17.02.2025 16:05:20 [Dayz-Dog] Spawned Wild Dog at <11256.947266, 341.221039, 7675.163086>
17.02.2025 16:05:20 [Dayz-Dog] Spawned Wild Dog at <11252.969727, 340.125061, 7667.674316>
17.02.2025 16:05:20 [Dayz-Dog] Spawned Wild Dog at <11267.707031, 346.599976, 7680.748535>
17.02.2025 16:05:20 [Dayz-Dog] Spawned Wild Dog at <11239.318359, 334.297333, 7677.166504>
17.02.2025 16:05:20 [Dayz-Dog] Spawned Wild Dog at <11267.031250, 346.930878, 7670.835938>
17.02.2025 16:05:20 [Dayz-Dog] Spawned Wild Dog at <11830.285156, 373.362610, 2556.387451>
17.02.2025 16:05:20 [Dayz-Dog] Spawned Wild Dog at <11849.014648, 372.343048, 2560.826416>
17.02.2025 16:05:20 [Dayz-Dog] Spawned Wild Dog at <9142.253906, 438.118011, 4685.835449>
17.02.2025 16:05:20 [Dayz-Dog] Spawned Wild Dog at <9134.125977, 425.473907, 4702.374023>
17.02.2025 16:05:20 [Dayz-Dog] Spawned Wild Dog at <9140.993164, 437.163757, 4673.229004>
17.02.2025 16:05:20 [Dayz-Dog] Spawned Wild Dog at <9162.567383, 444.651093, 4693.554199>
17.02.2025 16:05:20 [Dayz-Dog] Spawned Wild Dog at <9149.090820, 428.929626, 4709.695313>
17.02.2025 16:05:20 [Dayz-Dog] Spawned Wild Dog at <4284.245117, 324.839752, 592.760864>
17.02.2025 16:05:20 [Dayz-Dog] Spawned Wild Dog at <4275.394043, 325.458038, 614.081238>
17.02.2025 16:05:20 [Dayz-Dog] Spawned Wild Dog at <4278.846191, 325.284607, 605.531982>
17.02.2025 16:05:20 [Dayz-Dog] Spawned Wild Dog at <4264.361816, 324.067657, 580.263000>
17.02.2025 16:05:20 [Dayz-Dog] Spawned Wild Dog at <4272.813477, 324.613861, 574.416565>
17.02.2025 16:07:31 [Dayz-Dog] 'DayzDog.json' found, loading existing config
17.02.2025 16:08:35 [Dayz-Dog] Spawned Wild Dog at <9153.481445, 371.810181, 4797.058594>
17.02.2025 16:08:35 [Dayz-Dog] Spawned Wild Dog at <9172.569336, 395.279114, 4774.249512>
17.02.2025 16:08:35 [Dayz-Dog] Spawned Wild Dog at <9163.375977, 371.378815, 4820.674316>
17.02.2025 16:08:35 [Dayz-Dog] Spawned Wild Dog at <9176.190430, 380.828705, 4810.386719>
17.02.2025 16:08:35 [Dayz-Dog] Spawned Wild Dog at <9160.378906, 370.011749, 4819.177246>
17.02.2025 16:08:35 [Dayz-Dog] Spawned Wild Dog at <11781.175781, 377.793182, 2559.996338>
17.02.2025 16:08:35 [Dayz-Dog] Spawned Wild Dog at <11788.984375, 376.287201, 2538.031982>
17.02.2025 16:08:35 [Dayz-Dog] Spawned Wild Dog at <11761.848633, 379.514709, 2560.433350>
17.02.2025 16:08:35 [Dayz-Dog] Spawned Wild Dog at <11765.034180, 379.039337, 2564.687256>
17.02.2025 16:08:35 [Dayz-Dog] Spawned Wild Dog at <11772.111328, 377.883728, 2549.753662>
17.02.2025 16:08:35 [Dayz-Dog] Spawned Wild Dog at <11265.712891, 354.219299, 7545.447754>
17.02.2025 16:08:35 [Dayz-Dog] Spawned Wild Dog at <11282.849609, 356.398376, 7548.859375>
17.02.2025 16:08:35 [Dayz-Dog] Spawned Wild Dog at <11256.207031, 357.634949, 7527.662598>
17.02.2025 16:08:35 [Dayz-Dog] Spawned Wild Dog at <11258.143555, 351.743103, 7557.274414>
17.02.2025 16:08:35 [Dayz-Dog] Spawned Wild Dog at <4271.802734, 325.329773, 607.205139>
17.02.2025 16:08:35 [Dayz-Dog] Spawned Wild Dog at <4257.001465, 325.450653, 622.106689>
17.02.2025 16:08:35 [Dayz-Dog] Spawned Wild Dog at <4248.563477, 324.077423, 583.497253>
17.02.2025 16:08:35 [Dayz-Dog] Spawned Wild Dog at <4269.058594, 324.396790, 588.399841>
17.02.2025 16:45:25 [Dayz-Dog] 'DayzDog.json' found, loading existing config
17.02.2025 16:46:36 [Dayz-Dog] Spawned Wild Dog at <9072.986328, 353.240997, 4772.031738>
17.02.2025 16:46:36 [Dayz-Dog] Spawned Wild Dog at <9091.975586, 348.385925, 4795.971680>
17.02.2025 16:46:36 [Dayz-Dog] Spawned Wild Dog at <4250.511719, 325.306763, 618.906799>
17.02.2025 16:46:36 [Dayz-Dog] Spawned Wild Dog at <4266.500977, 325.855652, 634.298523>
17.02.2025 16:46:36 [Dayz-Dog] Spawned Wild Dog at <11804.736328, 375.168304, 2545.302734>
17.02.2025 16:46:36 [Dayz-Dog] Spawned Wild Dog at <11810.817383, 375.444366, 2561.614258>
17.02.2025 16:46:36 [Dayz-Dog] Spawned Wild Dog at <11825.813477, 373.579346, 2554.171143>
17.02.2025 16:46:36 [Dayz-Dog] Spawned Wild Dog at <11789.228516, 377.091949, 2559.395508>
17.02.2025 16:46:36 [Dayz-Dog] Spawned Wild Dog at <11206.065430, 355.116425, 7588.344238>
17.02.2025 16:46:36 [Dayz-Dog] Spawned Wild Dog at <11227.760742, 349.381531, 7579.079102>
17.02.2025 16:50:54 [Dayz-Dog] 'DayzDog.json' found, loading existing config
17.02.2025 16:52:08 [Dayz-Dog] Spawned Wild Dog at <4200.030762, 329.054565, 612.673035>
17.02.2025 16:52:08 [Dayz-Dog] Spawned Wild Dog at <4207.406738, 326.489777, 602.483887>
17.02.2025 16:52:08 [Dayz-Dog] Spawned Wild Dog at <4215.725098, 325.339203, 596.192383>
17.02.2025 16:52:08 [Dayz-Dog] Spawned Wild Dog at <4206.749023, 330.736450, 625.834839>
17.02.2025 16:52:08 [Dayz-Dog] Spawned Wild Dog at <9050.888672, 347.614807, 4764.051758>
17.02.2025 16:52:08 [Dayz-Dog] Spawned Wild Dog at <11814.907227, 374.290619, 2536.760986>
17.02.2025 16:52:08 [Dayz-Dog] Spawned Wild Dog at <11824.589844, 373.475708, 2529.271729>
17.02.2025 16:52:08 [Dayz-Dog] Spawned Wild Dog at <11792.971680, 375.386261, 2521.981934>
17.02.2025 16:52:08 [Dayz-Dog] Spawned Wild Dog at <11808.077148, 374.531799, 2531.615234>
17.02.2025 16:52:08 [Dayz-Dog] Spawned Wild Dog at <11808.220703, 374.741516, 2538.435303>
17.02.2025 16:56:43 [Dayz-Dog] 'DayzDog.json' found, loading existing config
17.02.2025 16:57:56 [Dayz-Dog] Spawned Wild Dog at <11265.966797, 353.076111, 7629.704102>
17.02.2025 16:57:56 [Dayz-Dog] Spawned Wild Dog at <11265.536133, 350.940796, 7612.354492>
17.02.2025 16:57:56 [Dayz-Dog] Spawned Wild Dog at <9116.597656, 425.480133, 4682.240723>
17.02.2025 16:57:56 [Dayz-Dog] Spawned Wild Dog at <4281.239258, 325.531860, 623.297729>
17.02.2025 16:57:56 [Dayz-Dog] Spawned Wild Dog at <4267.645020, 325.750732, 631.233093>
17.02.2025 16:57:56 [Dayz-Dog] Spawned Wild Dog at <4300.978516, 326.423279, 610.461731>
17.02.2025 16:57:56 [Dayz-Dog] Spawned Wild Dog at <4263.413086, 325.750793, 628.273071>
17.02.2025 16:57:56 [Dayz-Dog] Spawned Wild Dog at <11752.314453, 379.423889, 2542.720459>
17.02.2025 16:57:56 [Dayz-Dog] Spawned Wild Dog at <11753.059570, 379.370697, 2543.844238>
17.02.2025 17:00:33 [Dayz-Dog] 'DayzDog.json' found, loading existing config
17.02.2025 17:01:44 [Dayz-Dog] Spawned Wild Dog at <9129.036133, 422.585663, 4700.526855>
17.02.2025 17:01:44 [Dayz-Dog] Spawned Wild Dog at <9106.690430, 396.282715, 4718.730469>
17.02.2025 17:01:44 [Dayz-Dog] Spawned Wild Dog at <9146.840820, 429.777435, 4706.097168>
17.02.2025 17:01:44 [Dayz-Dog] Spawned Wild Dog at <9133.628906, 434.672058, 4680.071777>
17.02.2025 17:01:44 [Dayz-Dog] Spawned Wild Dog at <4260.244141, 325.409912, 614.502563>
17.02.2025 17:01:44 [Dayz-Dog] Spawned Wild Dog at <4273.275391, 325.944702, 628.997620>
17.02.2025 17:01:44 [Dayz-Dog] Spawned Wild Dog at <11735.288086, 379.914001, 2576.413086>
17.02.2025 17:01:44 [Dayz-Dog] Spawned Wild Dog at <11731.146484, 380.161346, 2559.512207>
17.02.2025 17:01:44 [Dayz-Dog] Spawned Wild Dog at <11736.387695, 379.538788, 2592.493408>
17.02.2025 17:01:44 [Dayz-Dog] Spawned Wild Dog at <11290.853516, 355.738800, 7694.172852>
17.02.2025 17:01:44 [Dayz-Dog] Spawned Wild Dog at <11269.887695, 348.642395, 7670.347656>
17.02.2025 17:38:24 [Dayz-Dog] 'DayzDog.json' found, loading existing config
17.02.2025 17:39:30 [Dayz-Dog] Spawned Wild Dog at <11214.601563, 353.411224, 7576.823730>
17.02.2025 17:39:30 [Dayz-Dog] Spawned Wild Dog at <11224.645508, 349.299988, 7590.214355>
17.02.2025 17:39:30 [Dayz-Dog] Spawned Wild Dog at <9155.739258, 389.861877, 4764.899902>
17.02.2025 17:39:30 [Dayz-Dog] Spawned Wild Dog at <9154.759766, 383.901428, 4775.080566>
17.02.2025 17:39:30 [Dayz-Dog] Spawned Wild Dog at <9148.199219, 380.616119, 4774.673828>
17.02.2025 17:39:30 [Dayz-Dog] Spawned Wild Dog at <9138.058594, 380.004425, 4768.500000>
17.02.2025 17:39:30 [Dayz-Dog] Spawned Wild Dog at <4211.428711, 326.582733, 607.143066>
17.02.2025 17:39:30 [Dayz-Dog] Spawned Wild Dog at <4206.854004, 327.570831, 609.587341>
17.02.2025 17:39:30 [Dayz-Dog] Spawned Wild Dog at <4216.418945, 324.299988, 583.656738>
17.02.2025 17:39:30 [Dayz-Dog] Spawned Wild Dog at <4205.729004, 329.605865, 619.324951>
17.02.2025 17:39:30 [Dayz-Dog] Spawned Wild Dog at <11820.220703, 374.893707, 2564.616943>
17.02.2025 17:39:30 [Dayz-Dog] Spawned Wild Dog at <11826.833984, 373.262146, 2540.846680>
19.02.2025 21:41:43 [Dayz-Dog] 'DayzDog.json' found, loading existing config
19.02.2025 21:42:59 [Dayz-Dog] Spawned Wild Dog at <11230.014648, 340.702637, 7624.380859>
19.02.2025 21:42:59 [Dayz-Dog] Spawned Wild Dog at <11207.700195, 343.900024, 7618.000000>
19.02.2025 21:42:59 [Dayz-Dog] Spawned Wild Dog at <11251.864258, 345.462524, 7603.715332>
19.02.2025 21:42:59 [Dayz-Dog] Spawned Wild Dog at <11211.733398, 348.100006, 7608.151855>
19.02.2025 21:42:59 [Dayz-Dog] Spawned Wild Dog at <4200.035645, 324.764587, 568.572998>
19.02.2025 21:42:59 [Dayz-Dog] Spawned Wild Dog at <4189.878418, 324.149872, 560.206055>
19.02.2025 21:42:59 [Dayz-Dog] Spawned Wild Dog at <4214.467773, 324.025726, 554.720154>
19.02.2025 21:42:59 [Dayz-Dog] Spawned Wild Dog at <9080.590820, 381.829651, 4717.988281>
19.02.2025 21:42:59 [Dayz-Dog] Spawned Wild Dog at <9064.359375, 363.990662, 4736.716797>
19.02.2025 21:42:59 [Dayz-Dog] Spawned Wild Dog at <9100.481445, 395.039856, 4715.470215>
19.02.2025 21:42:59 [Dayz-Dog] Spawned Wild Dog at <9099.730469, 398.440491, 4710.124512>
19.02.2025 21:42:59 [Dayz-Dog] Spawned Wild Dog at <11807.530273, 376.917419, 2580.586914>
19.02.2025 21:42:59 [Dayz-Dog] Spawned Wild Dog at <11784.188477, 377.689972, 2562.209961>
19.02.2025 21:42:59 [Dayz-Dog] Spawned Wild Dog at <11809.271484, 377.297028, 2597.869629>
19.02.2025 21:42:59 [Dayz-Dog] Spawned Wild Dog at <11821.028320, 375.440063, 2572.294189>
19.02.2025 21:45:33 [Dayz-Dog] 'DayzDog.json' found, loading existing config
19.02.2025 21:46:48 [Dayz-Dog] Spawned Wild Dog at <4190.487305, 324.154388, 561.093262>
19.02.2025 21:46:48 [Dayz-Dog] Spawned Wild Dog at <4207.870117, 323.990234, 543.670166>
19.02.2025 21:46:48 [Dayz-Dog] Spawned Wild Dog at <4178.363281, 325.591980, 579.411621>
19.02.2025 21:46:48 [Dayz-Dog] Spawned Wild Dog at <4208.128906, 323.976837, 542.633362>
19.02.2025 21:46:48 [Dayz-Dog] Spawned Wild Dog at <11742.365234, 379.327057, 2594.726318>
19.02.2025 21:46:48 [Dayz-Dog] Spawned Wild Dog at <11232.337891, 336.372894, 7661.309082>
19.02.2025 21:46:48 [Dayz-Dog] Spawned Wild Dog at <9071.317383, 344.696289, 4792.332520>
19.02.2025 21:46:48 [Dayz-Dog] Spawned Wild Dog at <9051.660156, 336.846344, 4799.007813>
19.02.2025 21:46:48 [Dayz-Dog] Spawned Wild Dog at <9054.616211, 337.511261, 4799.208496>
19.02.2025 21:48:56 [Dayz-Dog] 'DayzDog.json' found, loading existing config
19.02.2025 21:50:12 [Dayz-Dog] Spawned Wild Dog at <9082.655273, 355.682434, 4773.392578>
19.02.2025 21:50:12 [Dayz-Dog] Spawned Wild Dog at <9090.565430, 355.494965, 4778.524902>
19.02.2025 21:50:12 [Dayz-Dog] Spawned Wild Dog at <11818.317383, 373.997559, 2546.254883>
19.02.2025 21:50:12 [Dayz-Dog] Spawned Wild Dog at <11808.377930, 375.962097, 2566.837891>
19.02.2025 21:50:12 [Dayz-Dog] Spawned Wild Dog at <11822.313477, 373.816833, 2553.090820>
19.02.2025 21:50:12 [Dayz-Dog] Spawned Wild Dog at <11816.666016, 375.219635, 2566.042480>
19.02.2025 21:50:12 [Dayz-Dog] Spawned Wild Dog at <11801.305664, 375.033081, 2534.708008>
19.02.2025 21:50:12 [Dayz-Dog] Spawned Wild Dog at <11227.577148, 335.764465, 7661.711426>
19.02.2025 21:50:12 [Dayz-Dog] Spawned Wild Dog at <11203.753906, 332.920380, 7676.500488>
19.02.2025 21:50:12 [Dayz-Dog] Spawned Wild Dog at <4207.136719, 331.139435, 628.171326>
19.02.2025 21:50:12 [Dayz-Dog] Spawned Wild Dog at <4204.280762, 329.930237, 620.028625>
19.02.2025 21:50:12 [Dayz-Dog] Spawned Wild Dog at <4189.012695, 330.484650, 612.033020>
19.02.2025 22:57:35 [Dayz-Dog] 'DayzDog.json' found, loading existing config
19.02.2025 22:58:48 [Dayz-Dog] Spawned Wild Dog at <11194.653320, 348.355682, 7607.462402>
19.02.2025 22:58:48 [Dayz-Dog] Spawned Wild Dog at <11201.376953, 350.331268, 7596.896973>
19.02.2025 22:58:48 [Dayz-Dog] Spawned Wild Dog at <11173.094727, 342.401245, 7629.597656>
19.02.2025 22:58:48 [Dayz-Dog] Spawned Wild Dog at <4179.957520, 324.289124, 555.837097>
19.02.2025 22:58:48 [Dayz-Dog] Spawned Wild Dog at <4183.938965, 324.107025, 551.492981>
19.02.2025 22:58:48 [Dayz-Dog] Spawned Wild Dog at <4191.116211, 324.140015, 559.858276>
19.02.2025 22:58:48 [Dayz-Dog] Spawned Wild Dog at <9093.054688, 405.671509, 4695.836426>
19.02.2025 23:33:48 [Dayz-Dog] 'DayzDog.json' found, loading existing config
19.02.2025 23:35:01 [Dayz-Dog] Spawned Wild Dog at <4174.859863, 338.281952, 642.687378>
19.02.2025 23:35:01 [Dayz-Dog] Spawned Wild Dog at <4192.708984, 334.031128, 632.546692>
19.02.2025 23:35:01 [Dayz-Dog] Spawned Wild Dog at <4179.966309, 338.012238, 645.841309>
19.02.2025 23:35:01 [Dayz-Dog] Spawned Wild Dog at <11149.250977, 340.949066, 7658.281738>
19.02.2025 23:35:01 [Dayz-Dog] Spawned Wild Dog at <11166.776367, 340.926605, 7634.796875>
19.02.2025 23:35:01 [Dayz-Dog] Spawned Wild Dog at <11140.000000, 343.821228, 7681.672363>
19.02.2025 23:35:01 [Dayz-Dog] Spawned Wild Dog at <11145.270508, 342.392578, 7674.472656>
19.02.2025 23:35:01 [Dayz-Dog] Spawned Wild Dog at <9105.895508, 398.375427, 4715.185547>
19.02.2025 23:35:01 [Dayz-Dog] Spawned Wild Dog at <9105.739258, 382.252075, 4737.453613>
19.02.2025 23:35:01 [Dayz-Dog] Spawned Wild Dog at <9082.646484, 398.447174, 4697.041016>
19.02.2025 23:35:01 [Dayz-Dog] Spawned Wild Dog at <11772.958984, 379.013916, 2573.223145>
19.02.2025 23:35:01 [Dayz-Dog] Spawned Wild Dog at <11784.537109, 376.955963, 2551.354492>
22.02.2025 16:50:26 [Dayz-Dog] 'DayzDog.json' found, loading existing config
22.02.2025 16:51:42 [Dayz-Dog] Spawned Wild Dog at <9084.660156, 365.974487, 4746.855957>
22.02.2025 16:51:42 [Dayz-Dog] Spawned Wild Dog at <9080.069336, 358.997528, 4762.000000>
22.02.2025 16:51:42 [Dayz-Dog] Spawned Wild Dog at <9105.105469, 383.813202, 4734.776367>
22.02.2025 16:51:42 [Dayz-Dog] Spawned Wild Dog at <11193.899414, 333.554077, 7673.976074>
22.02.2025 16:51:42 [Dayz-Dog] Spawned Wild Dog at <11201.827148, 332.213501, 7679.997559>
22.02.2025 16:51:42 [Dayz-Dog] Spawned Wild Dog at <11194.917969, 336.045654, 7655.344238>
22.02.2025 16:51:42 [Dayz-Dog] Spawned Wild Dog at <11192.022461, 332.953613, 7679.785156>
